,surveyID,enum_no,Zone_NO,Class No,lat,lon,busi_activity,oper_time,home_del_pro,pick_take_away,deli_from,only_est,est_area,off_street_park,park_area,aload_docks,no_load_docks,full_emp,part_emp,work_shifts,load_share,to_2a,to_3w,to_bi,to_lt,to_ot,to_pi,owned_2a,owned_3w,owned_bi,owned_lt,owned_pi,owned_ot,leased_2a,leased_3w,leased_bi,leased_lt,leased_ot,leased_pi,len_m_100,len_m_300,len_m_500,len_m_750,NAICS_code,weekly_trucks,to_b3,to_tr,to_all_np
243,1242,1,1,4721,13.00769067,80.20728122,Food stores,13.37724061,Yes,Yes,Several Individual warehouses,Yes,947.1098915,Yes,5.599936238,Yes,1,16.08245759,0.08898165,Yes,No,0.162063313,1.610460219,0.386532869,0.074533175,0.005826908,0.774221979,0,2,1,0,1,0,0,0,1,0,0,0,1633.64,9411.809656,22757.75357,45129.90898,44,0,1.996993087,0.236596488,2
179,1178,1,1,4721,12.99612707,80.26338849,Food stores,10.48584501,Yes,Yes,Several Individual warehouses,Yes,1270.034176,Yes,5.60221964,Yes,1,13.08245759,0.08898165,Yes,Yes,0.521050157,0.932237725,0.938971524,0.717564909,0.561736059,0.237416522,1,1,1,0,0,1,1,1,1,0,0,0,678.18,5878.103927,16942.6149,35267.78816,44,0,1.871209249,1.238615067,1.142857143
882,1881,1,1,4772,13.09299473,80.25873907,Pharma vendor,14.34390228,Yes,Yes,Several Individual warehouses,Yes,194.2294348,Yes,5.647611036,Yes,1,-0.917542407,0.08898165,Yes,No,0.648627114,0.743578793,1.450570037,0.804601363,0.257862435,0.400528287,0,1,1,0,1,0,1,1,0,0,1,1,697.66,6393.267794,18426.86378,40149.56956,44,0,2.194148829,1.453228477,2
559,1558,1,1,4771,13.04980445,80.21235221,Apparel / Accessory,15.8086181,Yes,Yes,Several Individual warehouses,Yes,2548.627974,Yes,5.683868933,Yes,1,8.082457593,0.08898165,Yes,No,0.215461064,1.109967211,0.188044598,0.566274386,0.248189729,0.709336785,0,1,1,1,1,0,0,1,1,0,1,0,1730.94,6019.80823,17235.98868,41532.11389,44,0,1.298011809,0.78173545,0.142857143
859,1858,1,1,4641,13.0892147,80.28206131,Apparel / Accessory,13.20499712,Yes,Yes,Central Warehouse of establishment,Yes,1912.901341,Yes,5.703095319,Yes,1,3.082457593,0.08898165,Yes,Yes,0.69683296,0.255255081,0.104504196,0.549401178,0.99944143,0.984248227,0,0,0,0,0,0,0,0,1,0,0,0,589.75,5875.838643,18948.88729,15905.23045,42,0,0.359759278,1.246234138,0
663,1662,1,1,4772,13.06225505,80.24330254,Pharma vendor,16.44866479,No,No,Several Individual warehouses,No,49.37492016,No,5.71084118,No,1,1.082457593,0.08898165,No,Yes,0.800391424,0.819109348,0.283836226,0.818848353,0.522278708,1.31431016,0,1,0,1,1,1,0,1,1,0,0,1,652.04,5999.137942,13102.53509,294175.2718,44,0,1.102945574,1.619239777,1
653,1652,1,1,4759,13.06044433,80.24957539,Home furniture/ appliances,12.71467967,Yes,Yes,Several Individual warehouses,Yes,368.0351955,Yes,5.715648849,Yes,1,4.082457593,0.08898165,Yes,No,0.400719066,1.001193351,0.301760673,0.784215888,0.653586215,0.401379061,0,1,0,0,1,1,1,1,0,0,1,1,456.5,6116.213365,17155.85002,29313.06359,44,0,1.302954024,1.184934953,0.428571429
1042,2041,1,1,5610,13.16585125,80.2983814,Restaurant,12.7398736,Yes,Yes,From wholesale shops,Yes,312.9618661,Yes,5.717456313,Yes,1,5.082457593,0.08898165,Yes,Yes,0.907857673,0.545871198,0.036275852,0.537821893,0.302764545,0.85996782,1,0,0,1,0,0,0,0,1,0,1,1,568.93,4772.060103,11668.8488,26728.8666,31,0,0.58214705,1.445679566,0.285714286
979,1978,1,1,4771,13.13965546,80.29507157,Apparel / Accessory,11.14337862,Yes,Yes,Several Individual warehouses,Yes,155.2812593,Yes,5.742045222,Yes,1,0.082457593,0.08898165,Yes,No,0.692368151,0.367579948,0.830451715,0.784929744,0.226687775,0.413108565,1,1,0,0,0,0,0,0,0,1,1,1,648.9,6137.838877,16497.94397,30866.08452,44,0,1.198031663,1.477297895,0.142857143
471,1470,1,1,9999,13.04128397,80.17383726,Apparel / Accessory,10.79666131,Yes,Yes,From wholesale shops,Yes,863.7541853,Yes,5.773649691,Yes,1,1.082457593,0.08898165,Yes,Yes,0.451017827,0.218631205,2.071215011,0.537472459,0.628276573,2.816943252,1,0,1,1,1,1,0,1,1,1,0,0,943.33,6953.861349,20327.52536,39279.79567,44,0,2.289846216,0.988490286,5
132,1131,1,1,4752,12.98959112,80.20503307,Building Material / Hardware,9.123352163,Yes,Yes,Several Individual warehouses,Yes,562.7945231,Yes,5.834465539,Yes,1,4.082457593,0.08898165,Yes,No,0.58583315,0.692795372,0.539119431,0.588552304,0.199932251,0.681825782,0,1,1,1,0,0,0,1,0,1,0,1,615.44,7663.74155,16612.49369,39525.66242,44,0,1.231914802,1.174385454,0.285714286
306,1305,1,1,4771,13.02762372,80.22401523,Apparel / Accessory,14.45894726,Yes,Yes,Several Individual warehouses,Yes,870.3044632,Yes,5.835962896,Yes,1,3.082457593,0.08898165,Yes,No,0.907945006,0.163326167,0.384544463,0.100916149,0.507855712,0.448788823,0,1,1,0,1,1,0,0,0,1,1,1,657.04,7488.454541,19814.3895,44903.25774,44,0,0.54787063,1.008861155,0.142857143
419,1418,1,1,4771,13.05274456,80.21230651,Apparel / Accessory,10.19070717,No,No,Several Individual warehouses,No,349.6877267,No,5.852794847,No,1,3.082457593,0.08898165,No,No,0.296950158,0.239441946,0.190400643,0.198803264,0.110490034,0.588053923,0,1,1,0,0,1,0,0,1,1,0,1,1209.8,7040.642586,20731.96588,76044.71838,44,0,0.429842589,0.495753421,0.285714286
907,1906,1,1,4772,13.0989663,80.26065756,Pharma vendor,14.57973022,Yes,Yes,Several Individual warehouses,Yes,218.2504558,Yes,5.857556486,Yes,1,-0.917542407,0.08898165,Yes,No,0.582149313,0.641704324,5.34529987,0.566840487,0.73656942,0.673183525,0,1,2,0,1,1,1,1,1,1,1,1,904.59,5826.500885,16889.41524,31832.20903,44,0,5.987004194,1.1489898,6
366,1365,1,1,4759,13.03502679,80.183879,Home furniture/ appliances,10.97767705,Yes,Yes,Several Individual warehouses,Yes,4987.434504,Yes,5.871440913,Yes,1,6.082457593,0.08898165,Yes,No,0.640066353,0.082063586,0.702659994,0.211108391,0.687782153,0.291689075,1,1,1,0,1,1,0,0,0,0,1,0,690.21,9221.226524,23864.99828,37696.39265,44,0,0.78472358,0.851174743,0.142857143
21,1020,1,1,9999,12.96181869,80.14477283,Others,8.812758578,Yes,Yes,From wholesale shops,Yes,4455.168001,Yes,5.886824047,Yes,1,41.08245759,0.08898165,Yes,No,0.708045792,0.755923353,0.041671907,0.967721627,0.219548791,0.133433691,0,0,0,0,0,0,0,1,1,1,0,1,423.44,7235.478872,14437.80776,31651.96766,33,0,0.797595259,1.675767419,0.428571429
843,1842,1,1,4752,13.09077596,80.26786363,Building Material / Hardware,11.61543392,Yes,Yes,Several Individual warehouses,Yes,1103.784868,Yes,5.890262173,Yes,1,8.082457593,0.08898165,Yes,No,0.025974525,0.039701293,0.755711117,0.199054797,0.886035983,0.781275821,0,0,1,0,0,1,1,0,0,1,0,0,853.61,6390.770943,18103.56794,28748.9879,44,0.466666667,0.79541241,0.225029322,0.285714286
167,1166,1,1,4652,12.99448476,80.20650235,Electronics,8.264290277,Yes,Yes,Several Individual warehouses,Yes,904.443792,Yes,5.918242685,Yes,1,3.082457593,0.08898165,Yes,No,0.623245555,0.377066335,0.117475177,0.02493421,0.819578151,0.446516345,0,0,1,0,2,1,1,1,1,1,0,1,896.07,5653.796877,14802.36506,37751.02439,44,0,0.494541512,0.648179766,1
466,1465,1,1,4773,13.04103165,80.23598864,Apparel / Accessory,10.65753504,Yes,Yes,Several Individual warehouses,Yes,304.6199779,Yes,6.009714366,Yes,1,3.082457593,0.08898165,Yes,No,0.048131347,0.571640034,0.794378353,0.35007776,0.459688419,0.149592603,0,0,0,0,0,0,1,1,1,1,1,0,827.79,7289.236677,17096.64306,38658.67594,44,0,1.366018387,0.398209107,0.1
557,1556,1,1,5610,13.04926823,80.1779018,Restaurant,13.96351989,No,No,Several Individual warehouses,No,587.5374842,No,6.011285158,No,1,NA,NA,No,No,0.170512459,0.238808033,1.091125039,0.816999699,0.086833496,1.852604329,1,0,2,0,1,0,0,0,1,0,0,1,457.74,5465.964621,16683.21167,38976.00611,31,0,1.329933072,0.987512157,4
323,1322,1,1,4721,13.03024354,80.18217593,Food stores,14.19173164,Yes,Yes,From wholesale shops,Yes,480.384326,Yes,6.02000657,Yes,1,2.082457593,0.08898165,Yes,No,0.366880742,0.231796654,0.172774518,0.326765681,0.480464518,0.402282206,0,0,2,0,1,0,1,1,1,1,1,0,531.12,6726.321851,19416.65212,31374.79884,44,0,0.404571172,0.693646423,0.066666667
332,1331,1,1,9999,13.03193376,80.27059978,Building Material / Hardware,10.73884582,Yes,Yes,Several Individual warehouses,Yes,272.8202631,Yes,6.033371426,Yes,1,-0.917542407,0.08898165,Yes,No,0.667348222,0.105049927,0.533311176,0.918419864,0.024437103,0.545510048,0,0,0,0,0,1,1,1,0,1,0,1,828.37,6512.52039,18039.83427,37889.88389,44,0,0.638361103,1.585768087,0.428571429
162,1161,1,1,4721,12.99230669,80.25254094,Restaurant,11.76076008,Yes,Yes,Several Individual warehouses,Yes,386.58171,Yes,6.035699155,Yes,1,0.082457593,0.08898165,Yes,Yes,0.859305776,0.683545043,0.380574465,0.146761306,0.942380819,0.196493359,1,1,1,0,1,0,0,1,1,0,1,1,937.13,6275.387461,18344.28989,43078.52053,31,0,1.064119508,1.006067082,0.142857143
925,1924,1,1,4773,13.11016051,80.24806421,Others,14.9747378,Yes,Yes,Several Individual warehouses,Yes,378.8784269,Yes,6.047514989,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.180891141,0.225019068,0.075906033,0.357813108,0.91091236,0.23300756,1,1,1,0,0,1,0,0,1,1,0,0,644.03,2168.998802,5379.506855,42063.50973,44,0.233333333,0.3009251,0.538704249,0.142857143
1000,1999,1,1,4641,13.15953072,80.30239645,Apparel / Accessory,10.84606516,Yes,Yes,Several Individual warehouses,Yes,501.2230922,Yes,6.074145134,Yes,1,4.082457593,0.08898165,Yes,Yes,0.348791475,0.770532044,0.61668044,0.382884479,0.096733371,0.41635732,1,1,1,1,0,1,1,0,0,0,0,0,387.52,5921.218665,15403.27743,22094.79694,42,0.933333333,1.387212483,0.731675954,0.571428571
730,1729,1,1,9999,13.07520204,80.19891987,Others,11.82003007,Yes,Yes,From wholesale shops,Yes,119.538943,Yes,6.100302301,Yes,1,1.082457593,0.08898165,Yes,No,0.502696744,0.50683949,0.680245812,0.480270728,0.488555073,0.137931765,1,1,2,0,0,1,1,1,0,1,1,0,1219.04,4204.901714,13613.32207,34955.97643,45,0,1.187085302,0.982967473,0.033333333
369,1368,1,1,4752,13.03508665,80.21014877,Building Material / Hardware,13.75588847,No,No,From wholesale shops,No,491.6446086,No,6.151657151,No,1,0.082457593,0.08898165,No,No,0.832073472,0.190385554,0.914675502,0.122117904,0.148382382,0.275690499,0,0,1,0,0,0,1,1,0,0,0,1,645.76,5221.078599,13197.28933,39400.05252,44,1.166666667,1.105061056,0.954191376,0.714285714
852,1851,1,1,4752,13.09127282,80.25874597,Building Material / Hardware,8.724149251,Yes,Yes,Several Individual warehouses,Yes,186.5193853,Yes,6.17376266,Yes,1,-0.917542407,0.08898165,Yes,No,0.621830961,0.217279606,0.622744367,0.714563029,0.122472946,0.356422091,0,1,1,1,1,0,0,1,1,1,1,0,639.2,5189.770574,13113.30602,36890.72765,44,0,0.840023973,1.33639399,0.285714286
775,1774,1,1,4652,13.08280204,80.26907764,Electronics,8.77162489,Yes,Yes,Several Individual warehouses,Yes,234.913154,Yes,6.174730938,Yes,1,1.082457593,0.08898165,Yes,No,0.176802989,0.713889404,0.958006056,0.690354675,0.953892199,1.60100422,1,0,2,1,0,1,1,1,0,1,0,2,900.41,7313.12737,20183.09551,43605.8877,42,0,1.671895459,0.867157664,2
608,1607,1,1,4759,13.05370797,80.19028758,Electronics,8.616446977,Yes,Yes,Several Individual warehouses,Yes,158.8475209,Yes,6.187819503,Yes,1,0.082457593,0.08898165,Yes,NA,0.771461233,0.920717184,0.270636412,0.026060173,0.175315535,0.707724713,0,1,1,1,1,0,0,0,0,1,1,0,766.76,6633.165731,17190.65379,39267.56871,44,0,1.191353596,0.797521406,0.285714286
476,1475,1,1,4772,13.04168782,80.1933374,Pharma vendor,13.35964394,Yes,Yes,From wholesale shops,Yes,317.4450194,Yes,6.189109776,Yes,1,-0.917542407,0.08898165,Yes,No,0.403291715,0.512183948,0.291520428,0.469121373,0.627724486,0.842282097,0,1,1,1,1,0,0,1,1,1,0,0,402.37,5034.78229,14436.52985,34036.63095,44,0,0.803704376,0.872413088,0.857142857
887,1886,1,1,4641,13.09414722,80.28273733,Apparel / Accessory,10.89554002,Yes,Yes,Central Warehouse of establishment,Yes,1281.114109,Yes,6.189118461,Yes,1,10.08245759,0.08898165,Yes,No,0.106861622,1.78052099,0.514015777,0.555839962,0.245818575,0.444334577,1,0,1,0,1,1,1,1,0,0,1,0,692.77,7959.169164,20020.88988,22758.48249,42,0,2.294536768,0.662701584,2
767,1766,1,1,4772,13.08251326,80.20545408,Pharma vendor,15.01013604,Yes,Yes,From wholesale shops,Yes,186.9462515,Yes,6.21553658,Yes,1,0.082457593,0.08898165,Yes,No,0.191173623,0.851392596,1.115266346,0.586513527,0.282191868,0.126726656,0,0,2,0,0,1,0,0,0,1,0,1,554.55,7386.703433,21227.07433,35722.11045,44,0,1.966658943,0.77768715,0.714285714
803,1802,1,1,4772,13.08920756,80.26443755,Pharma vendor,24.32109595,No,No,Several Individual warehouses,No,991.6251777,No,6.245199,No,1,1.082457593,4.08898165,No,No,0.720526633,0.695705951,0.661220826,0.687488922,0.638780448,0.473306201,1,1,0,1,1,0,0,0,1,1,1,1,356.8,4764.115548,15953.82061,294175.2718,44,0,1.356926777,1.408015556,0.571428571
101,1100,1,1,4772,12.98250677,80.20691846,Pharma vendor,14.60916387,Yes,Yes,Several Individual warehouses,Yes,154.8199835,Yes,6.285941447,Yes,1,1.082457593,0.08898165,Yes,No,0.845885607,0.60399666,0.092623834,0.076461766,0.674142818,0.239242602,0,0,1,0,0,0,0,1,0,0,1,1,947.74,6525.25292,18652.97816,43468.1981,44,0,0.696620494,0.922347373,0.142857143
9,1008,1,1,4773,12.9524861,80.24205388,Apparel / Accessory,12.77165132,No,No,Several Individual warehouses,No,1937.545505,No,6.313850898,No,1,0.082457593,0.08898165,No,No,0.043095529,0.693267683,0.382641298,0.729698779,0.038370511,0.484541474,1,1,1,0,0,0,1,0,0,1,0,0,601.71,6410.670349,16587.78326,29653.73891,44,0,1.075908981,0.772794307,0.033333333
504,1503,1,1,4721,13.04557733,80.24073843,Food stores,13.03892408,No,No,Several Individual warehouses,No,3053.509427,No,6.356843715,No,1,9.082457593,0.08898165,No,No,0.766307338,0.385804216,0.20446144,0.792879168,0.699063492,9.942547148,1,1,1,0,0,1,0,0,1,0,0,1,1400.42,5684.42668,19439.83957,68274.59199,44,0,0.590265656,1.559186506,10
847,1846,1,1,4759,13.09090915,80.27769259,Electronics,11.6829959,Yes,Yes,Several Individual warehouses,Yes,312.7238845,Yes,6.368368971,Yes,1,-0.917542407,0.08898165,Yes,No,0.090769789,0.728358146,1.069579792,0.131866925,0.842014409,0.85731247,0,1,0,1,1,0,1,0,0,1,1,1,747.46,5952.625043,16124.42223,17830.75469,44,0,1.797937938,0.222636714,0.285714286
23,1022,1,1,4771,12.96287838,80.25650286,Apparel / Accessory,11.26258996,Yes,Yes,Several Individual warehouses,Yes,359.9597136,Yes,6.376626012,Yes,1,0.082457593,0.08898165,Yes,No,0.809144072,0.411298551,0.860398023,0.118802012,0.965776206,0.769342525,1,0,0,1,0,0,1,0,0,0,0,0,1225.74,5948.580012,15913.97748,39250.68382,44,0,1.271696574,0.927946084,0.714285714
67,1066,1,1,9999,12.97010106,80.24880452,Electronics,11.80951958,Yes,Yes,Several Individual warehouses,Yes,1067.445516,Yes,6.412735931,Yes,1,2.082457593,0.08898165,Yes,No,0.071651931,0.354633626,0.715103374,0.256641312,0.833909161,0.273912411,1,1,0,1,2,0,0,1,0,1,1,1,933.04,6121.483847,16294.38115,37974.42907,44,0,1.069737,0.328293243,0.066666667
698,1697,1,1,4663,13.07135331,80.2074175,Building Material / Hardware,9.14467857,Yes,Yes,Several Individual warehouses,Yes,193.1638849,Yes,6.432424965,Yes,1,0.082457593,0.08898165,Yes,No,1.168829725,0.87000687,0.650228931,0.705182448,0.753660455,0.064346698,0,1,3,0,1,1,1,1,1,0,1,2,808.45,5630.108766,17130.33152,44794.74404,42,14,1.520235801,1.874012172,2.066666667
804,1803,1,1,4641,13.08918323,80.28005261,Apparel / Accessory,10.20547641,Yes,Yes,Central Warehouse of establishment,Yes,968.7393656,Yes,6.441008328,Yes,1,10.08245759,0.08898165,Yes,No,0.095062426,0.793759895,0.619735402,0.503854101,0.733480609,0.497208094,1,2,3,0,0,0,0,0,1,0,0,1,702.82506,6707.281915,18489.44674,17854.52819,42,0,1.413495296,0.598916527,0
860,1859,1,1,4510,13.09161453,80.28244666,Automobile dealer & sevice,14.17782322,Yes,Yes,From wholesale shops,Yes,191.9116835,Yes,6.46730856,Yes,1,0.082457593,0.08898165,Yes,No,0.319851367,0.407766931,0.883487188,0.579218455,0.018234457,1.186821286,1,0,1,1,0,1,0,1,0,0,0,1,589.75,6837.744035,19302.05653,15905.23045,44,0,1.291254119,0.899069822,0.285714286
954,1953,1,1,9999,13.12292321,80.29344575,Building Material / Hardware,12.76172884,Yes,Yes,Several Individual warehouses,Yes,799.5597783,Yes,6.504672877,Yes,1,6.082457593,0.08898165,Yes,No,0.111889296,0.668664008,0.139806684,0.548652291,0.254460014,0.172426096,0,1,0,1,1,1,1,1,1,1,1,1,522.69,6931.896018,18587.17668,32227.16604,42,0.233333333,0.808470692,0.660541586,0.142857143
526,1525,1,1,4771,13.04752752,80.20295793,Apparel / Accessory,11.10983006,No,No,Central Warehouse of establishment,No,1946.476363,No,6.54175383,No,1,8.082457593,0.08898165,No,Yes,0.895098754,0.869291359,0.898637884,0.082634434,0.941613785,0.412490348,1,0,0,0,1,1,0,1,0,1,0,1,711.52,6951.335403,15339.25526,98854.06059,44,0.933333333,1.767929242,0.977733188,0.571428571
156,1155,1,1,4759,12.99142002,80.20309655,Home furniture/ appliances,10.36629904,Yes,Yes,Several Individual warehouses,Yes,194.0062987,Yes,6.586823934,Yes,1,0.082457593,0.08898165,Yes,Yes,0.558348482,0.155713566,0.176368951,0.699312588,0.61891674,0.123623217,1,0,1,0,0,0,1,0,1,1,1,1,639.82,5928.034145,15775.83948,37500.87234,44,0,0.332082517,1.257661071,0.142857143
409,1408,1,1,4771,13.0377816,80.16031911,Apparel / Accessory,12.16645357,Yes,Yes,Several Individual warehouses,Yes,1824.752433,Yes,6.618696018,Yes,1,4.082457593,0.08898165,Yes,Yes,0.39028604,0.249359255,0.12500711,0.109473181,0.165575096,1.307137236,0,1,1,0,0,1,0,0,1,0,0,1,996.57,7350.51547,18685.64348,36886.9262,44,0,0.374366365,0.499759222,1
388,1387,1,1,4649,13.03687183,80.18389738,Home furniture/ appliances,13.16608747,Yes,Yes,Several Individual warehouses,Yes,1165.280399,Yes,6.64173712,Yes,1,2.082457593,0.08898165,Yes,No,0.152991036,0.081678017,0.909671478,0.54310949,0.521321426,1.129992998,1,0,0,1,1,0,1,0,1,1,1,0,786.78,7090.323803,17937.71442,38387.08886,42,0,0.991349495,0.696100526,0.428571429
336,1335,1,1,4771,13.03210997,80.26753446,Apparel / Accessory,11.61219937,Yes,Yes,Several Individual warehouses,Yes,553.8166178,Yes,6.642504069,Yes,1,5.082457593,0.08898165,Yes,No,0.675916933,0.259390601,0.234484653,0.795283734,0.71564282,1.524661134,0,0,1,1,1,0,1,1,0,1,0,0,603.21,6084.909723,15402.2464,39440.87315,44,0,0.493875254,1.471200667,2
1069,2068,1,1,9999,13.16836613,80.30445999,Building Material / Hardware,12.80604287,Yes,Yes,Several Individual warehouses,Yes,598.6393905,Yes,6.67143493,Yes,1,2.082457593,0.08898165,Yes,No,0.935576225,0.246391827,0.653443751,0.61646025,0.180532419,0.582789719,0,1,1,0,2,0,0,0,1,1,1,0,577.34,1103.745691,2313.575252,24864.76727,44,0.233333333,0.899835579,1.552036475,0.142857143
301,1300,1,1,4721,13.02862525,80.18346804,Restaurant,16.24460925,Yes,Yes,Several Individual warehouses,Yes,230.950596,Yes,6.699225781,Yes,1,2.082457593,0.08898165,Yes,No,0.022642795,0.462891563,0.19985715,0.003729643,0.429547847,0.135985225,1,0,0,0,0,1,1,0,0,1,1,1,411.16,4130.703586,14012.14737,25684.64021,31,0,0.662748713,0.026372438,0.428571429
870,1869,1,1,4641,13.09219804,80.28252089,Apparel / Accessory,9.504858893,Yes,Yes,Several Individual warehouses,Yes,2000.716192,Yes,6.759348013,Yes,1,1.082457593,0.08898165,Yes,Yes,0.299911993,0.750459157,0.509999071,0.922624461,0.401561046,0.045354781,1,0,0,0,1,1,0,0,1,1,0,1,686.21,5777.977373,12336.08732,17016.1423,42,0,1.260458229,1.222536454,0.285714286
863,1862,1,1,9999,13.09176917,80.28605864,Building Material / Hardware,8.492763774,Yes,Yes,Central Warehouse of establishment,Yes,5057.963795,Yes,6.793792238,Yes,1,16.08245759,0.08898165,Yes,No,0.752922535,0.91149632,0.441956718,0.130330493,0.789244601,1.395694149,1,1,1,0,1,1,0,0,1,1,0,0,865.72,9614.321926,21437.94882,25144.55799,44,0,1.353453038,0.883253029,1
718,1717,1,1,4721,13.07697804,80.23899895,Restaurant,13.59776503,Yes,Yes,Several Individual warehouses,Yes,314.2315892,Yes,6.797847627,Yes,1,2.082457593,0.08898165,Yes,No,0.070524335,0.765637275,0.688273444,0.480235692,0.971873969,0.711324183,0,1,0,1,0,1,0,1,1,0,1,0,1749.8,7484.595918,16471.99025,46863.46786,31,0,1.453910719,0.550760027,0.285714286
886,1885,1,1,4663,13.09403656,80.28200857,Building Material / Hardware,10.1969617,Yes,Yes,Several Individual warehouses,Yes,163.9095981,Yes,6.836197977,Yes,1,-0.917542407,0.08898165,Yes,No,0.862780445,0.466607121,0.79660495,0.952650461,0.290071228,0.15834451,1,0,0,1,0,1,1,0,1,0,0,1,756.51,6088.039594,17322.11928,22703.81762,42,0,1.263212071,1.815430906,0.066666667
140,1139,1,1,4772,12.98999379,80.20512319,Pharma vendor,14.05728544,Yes,Yes,Several Individual warehouses,Yes,204.4797229,Yes,6.880839183,Yes,1,-0.917542407,0.08898165,Yes,No,0.256247396,0.769649792,0.152109986,0.722275048,0.519597417,0.795724871,0,1,1,1,0,0,1,1,1,0,0,1,654.69,6274.282108,17217.18733,39146.99578,44,0,0.921759778,0.978522443,1
1034,2033,1,1,4771,13.16459726,80.25423941,Apparel / Accessory,12.55812084,Yes,Yes,Several Individual warehouses,Yes,243.4838052,Yes,6.924302806,Yes,1,0.082457593,0.08898165,Yes,Yes,0.064497762,0.485275338,0.902053631,0.941448206,0.803476309,0.158711689,1,0,1,0,0,0,1,0,0,0,1,0,212.52,2933.986716,5929.802405,21569.44798,44,0,1.387328969,1.005945968,0.142857143
269,1268,1,1,4752,13.01778242,80.20549821,Building Material / Hardware,10.86498765,Yes,Yes,Several Individual warehouses,Yes,249.5686905,Yes,6.933715465,Yes,1,0.082457593,0.08898165,Yes,No,0.575052823,0.412055373,0.737869061,0.365244618,0.601944942,0.628829443,0,0,0,0,NA,0,1,0,0,1,0,0,1295.6,6427.009779,16243.94559,32978.12565,44,0,1.149924434,0.940297441,0.285714286
763,1762,1,1,4773,13.08242579,80.21519216,Apparel / Accessory,11.38376224,No,No,From wholesale shops,No,121.8379011,No,6.960359919,No,1,0.082457593,0.08898165,No,Yes,0.274455373,0.366090394,1.803003912,0.198408594,0.943934143,0.021785464,1,1,0,0,0,1,1,1,1,0,1,0,652.46,6251.200716,19465.14262,144942.712,44,0,2.169094306,0.472863967,1
901,1900,1,1,4721,13.09832447,80.23509806,Food stores,10.04893753,No,No,Several Individual warehouses,No,106.514129,No,7.011200995,No,1,1.082457593,0.08898165,No,Yes,0.650757331,0.876885101,0.763073826,0.612642669,0.867391563,0.631819014,0,1,1,1,0,0,1,1,1,1,1,0,1078.63,7483.718023,18687.89278,32937.50879,44,0,1.639958926,1.2634,0.428571429
481,1480,1,1,4752,13.04203658,80.17998999,Building Material / Hardware,10.62003497,Yes,Yes,From wholesale shops,Yes,481.0465981,Yes,7.05675255,Yes,1,2.082457593,0.08898165,Yes,No,0.603093825,0.426543572,0.959595053,0.146870779,0.356658457,0.192094339,0,1,0,1,0,0,0,0,0,1,0,0,905.58,6816.159745,19180.06797,39730.18781,44,0,1.386138625,0.749964605,0
811,1810,1,1,4630,13.08982145,80.2807451,Food stores,10.60673382,Yes,Yes,Several Individual warehouses,Yes,82.3972522,Yes,7.116362262,Yes,1,1.082457593,0.08898165,Yes,No,0.818125742,1.244459164,0.225438176,0.302268862,0.342138574,0.374666167,1,0,1,1,0,0,0,0,0,1,1,1,613.79,6075.007527,18271.12238,16674.29281,42,0,1.46989734,1.120394605,1
304,1303,1,1,9999,13.02666383,80.18313483,Apparel / Accessory,11.2680771,Yes,Yes,Others,Yes,107.084676,Yes,7.185883005,Yes,1,0.082457593,0.08898165,Yes,No,0.275304929,0.844765036,0.895543017,0.49584571,0.873947,0.752242647,0,0,0,1,1,1,1,0,1,1,1,0,480.8,6195.592127,17096.63536,26503.58544,44,0,1.740308053,0.771150639,0.033333333
11,1010,1,1,4771,12.95810045,80.24380069,Apparel / Accessory,12.74296916,No,No,Several Individual warehouses,No,1516.268434,No,7.192862811,No,1,7.082457593,0.08898165,No,No,0.792974432,0.297030246,0.108820591,0.290636138,0.888451898,0.156460514,0,0,1,0,3,1,0,1,0,0,1,0,1012.04,6189.109422,18686.70444,32356.18949,44,0,0.405850837,1.08361057,0.285714286
60,1059,1,1,5610,12.9689048,80.24557032,Restaurant,15.27959121,Yes,Yes,From wholesale shops,Yes,223.3830872,Yes,7.268098919,Yes,1,6.082457593,0.08898165,Yes,No,0.054745942,0.484503407,1.133263898,0.072035602,0.987145097,1.322218036,0,1,1,1,1,0,0,1,0,1,1,0,1126.83,6430.534911,18553.92758,32826.25595,31,0,1.617767305,0.126781545,2
880,1879,1,1,4630,13.09283085,80.27891425,Food stores,10.76112958,Yes,Yes,Several Individual warehouses,Yes,48.82275439,Yes,7.293491093,Yes,1,2.082457593,0.08898165,Yes,No,0.556981264,0.768863474,4.860031309,0.401233429,0.430400306,0.236351954,1,1,1,0,1,0,1,1,0,0,0,1,813.66,8324.430608,19052.35058,17506.97774,44,0,5.628894783,0.958214693,4.285714286
1053,2052,1,1,4630,13.16864985,80.30434625,Food stores,12.29118581,Yes,Yes,Several Individual warehouses,Yes,612.1307758,Yes,7.294312934,Yes,1,4.082457593,0.08898165,Yes,Yes,0.828963382,0.151382462,0.928047688,0.304849286,0.45164333,0.730823421,1,1,1,1,0,1,1,1,1,1,1,1,618.23,5876.826619,12727.71892,19219.62538,42,0,1.07943015,1.133812668,1.428571429
331,1330,1,1,5610,13.03168112,80.2517576,Restaurant,14.87626848,No,No,Others,No,248.0127897,No,7.316071549,No,1,3.082457593,0.08898165,No,No,0.701975138,0.118377467,0.14976866,0.012365708,0.870470474,2.58054054,0,1,2,1,1,1,1,0,0,0,1,1,720.63,5917.724819,16989.67169,30228.03801,31,0,0.268146127,0.714340846,3
